"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","PHARMAEXP","TOT","USD_CAP","A","2018",634.662,
"FRA","PHARMAEXP","TOT","USD_CAP","A","2019",627.06,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1970",0.971,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1971",1.004,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1972",1.032,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1973",1.044,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1974",1.094,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1975",1.149,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1976",1.144,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1977",1.104,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1978",1.123,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1979",1.096,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1980",1.125,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1981",1.174,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1982",1.151,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1983",1.168,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1984",1.19,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1985",1.213,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1986",1.203,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1987",1.237,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1988",1.267,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1989",1.195,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1990",1.181,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1992",1.382,"B"
"DEU","PHARMAEXP","TOT","PC_GDP","A","1993",1.237,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1994",1.236,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1995",1.255,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1996",1.321,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1997",1.304,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1998",1.356,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1999",1.37,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2000",1.39,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2001",1.455,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2002",1.517,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2003",1.54,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2004",1.42,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2005",1.557,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2006",1.522,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2007",1.538,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2008",1.571,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2009",1.708,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2010",1.661,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2011",1.537,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2012",1.531,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2013",1.537,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2014",1.579,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2015",1.603,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2016",1.618,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2017",1.61,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2018",1.623,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2019",1.678,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1970",42.897,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1971",48.392,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1972",53.476,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1973",58.791,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1974",67.371,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1975",76.314,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1976",84.135,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1977",89.661,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1978",101.799,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1979",111.144,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1980",126.192,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1981",141.852,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1982",146.128,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1983",156.959,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1984",170.747,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1985",185.72,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1986",199.065,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1987",215.973,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1988",236.538,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1989",236.529,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1990",253.628,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1992",309.737,"B"
"DEU","PHARMAEXP","TOT","USD_CAP","A","1993",280.475,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1994",292.492,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1995",308.982,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1996",333.201,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1997",334.686,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1998",357.345,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1999",376.971,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2000",406.882,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2001",441.264,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2002",482.574,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2003",492.869,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2004",474.751,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2005",517.924,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2006",533.009,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2007",573.481,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2008",605.934,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2009",632.991,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2010",662.575,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2011",651.313,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2012",669.303,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2013",691.988,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2014",738.045,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2015",759.132,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2016",816.693,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2017",846.889,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2018",891.597,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2019",935.088,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1970",1.328,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1971",1.34,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1972",1.279,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1973",1.154,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1974",1.159,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1975",1.239,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1976",1.136,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1977",1.127,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1978",1.142,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1979",1.072,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1980",1.066,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1981",1.042,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1982",0.884,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1983",0.961,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1984",0.949,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1985",0.982,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1986",1.076,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1987",0.846,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1988",0.844,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1989",0.851,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1990",0.907,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1991",1.012,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1992",1.154,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1993",1.257,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1994",1.335,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1995",1.3,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1996",1.315,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1997",1.298,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1998",1.097,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1999",1.171,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2000",1.439,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2001",1.524,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2002",1.643,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2003",2.076,"B"
"GRC","PHARMAEXP","TOT","PC_GDP","A","2004",2,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2005",2.136,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2006",2.206,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2007",2.255,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2008",2.433,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2009",2.573,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2010",2.761,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2011",2.848,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2012",2.588,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2013",2.326,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2014",2.127,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2015",2.168,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2016",2.222,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2017",2.236,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2018",2.081,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2019",2.05,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1970",34.036,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1971",38.633,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1972",42.101,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1973",44.882,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1974",45.513,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1975",55.71,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1976",57.488,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1977",62.267,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1978",71.771,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1979",77.365,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1980",82.664,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1981",84.861,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1982",78.6,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1983",88.455,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1984",94.191,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1985",102.583,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1986",111.888,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1987",86.895,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1988",94.872,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1989",104.001,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1990",115.43,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1991",135.787,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1992",157.796,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1993",172.835,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1994",190.535,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1995",193.976,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1996",205.798,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1997",217.262,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1998",192.208,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1999",209.652,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2000",281.726,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2001",324.329,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2002",389.24,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2003",503.288,"B"
"GRC","PHARMAEXP","TOT","USD_CAP","A","2004",519.153,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2005",547.175,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2006",614.639,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2007",650.834,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2008",734.77,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2009",749.5,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2010",750.189,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2011",709.328,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2012",622.251,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2013",574.641,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2014",542.526,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2015",559.123,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2016",592.959,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2017",619.587,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2018",598.864,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2019",606.579,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1991",1.912,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1992",1.975,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1993",2.121,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1994",2.241,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1995",1.796,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1996",1.812,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1997",1.742,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2001",2.026,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2002",2.061,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2003",2.24,"B"
"HUN","PHARMAEXP","TOT","PC_GDP","A","2004",2.262,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2005",2.502,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2006",2.491,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2007",2.281,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2008",2.265,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2009",2.379,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2010",2.483,"B"
"HUN","PHARMAEXP","TOT","PC_GDP","A","2011",2.622,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2012",2.421,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2013",2.196,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2014",2.126,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2015",2.044,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2016",2.062,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2017",1.873,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2018",1.762,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2019",1.727,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1991",177.383,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1992",180.936,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1993",198.762,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1994",220.758,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1995",183.043,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1996",188.89,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1997",192.933,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2001",295.448,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2002",337.883,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2003",376.527,"B"
"HUN","PHARMAEXP","TOT","USD_CAP","A","2004",402.066,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2005",457.642,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2006",483.001,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2007",451.889,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2008",476.311,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2009",491.382,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2010",554.66,"B"
"HUN","PHARMAEXP","TOT","USD_CAP","A","2011",614.46,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2012",575.517,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2013",551.813,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2014",561.219,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2015",563.595,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2016",589.38,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2017",554.629,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2018",566.105,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2019",590.04,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1970",0.798,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1971",0.882,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1972",0.891,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1973",0.759,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1974",0.72,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1975",0.916,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1976",0.786,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1977",0.763,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1978",0.818,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1979",0.862,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1980",0.981,"B"
"ISL","PHARMAEXP","TOT","PC_GDP","A","1981",0.939,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1982",1.017,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1983",1.261,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1984",1.114,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1985",1.177,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1986",1.191,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1987",1.135,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1988",1.171,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1989",1.196,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1990",1.041,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1991",0.974,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1992",1.042,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1993",1.011,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1994",1.038,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1995",1.084,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1996",1.13,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1997",1.203,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1998",1.227,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1999",1.274,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2000",1.324,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2001",1.264,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2002",1.36,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2003",1.517,"B"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2004",1.457,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2005",1.317,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2006",1.242,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2007",1.159,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2008",1.241,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2009",1.398,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2010",1.361,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2011",1.281,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2012",1.227,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2013",1.136,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2014",1.067,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2015",1.02,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2016",0.938,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2017",0.905,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2018",0.903,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2019",0.944,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2020",1.089,"P"
"ISL","PHARMAEXP","TOT","USD_CAP","A","1970",28.395,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1971",38.345,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1972",43.35,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1973",42.74,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1974",46.551,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1975",58.195,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1976",56.519,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1977",65.663,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1978",80.803,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1979",92.7,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1980",119.847,"B"
"ISL","PHARMAEXP","TOT","USD_CAP","A","1981",127.923,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1982",148.784,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1983",178.975,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1984",164.017,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1985",181.92,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1986",205.741,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1987",225.628,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1988",234.335,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1989",238.656,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1990",219.887,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1991",212.075,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1992",221.415,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1993",216.662,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1994",234.705,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1995",249.387,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1996",269.06,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1997",312.433,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1998",338.262,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1999",370.925,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2000",395.515,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2001",397.04,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2002",442.088,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2003",484.345,"B"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2004",509.453,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2005",482.896,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2006",492.425,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2007",493.738,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2008",537.297,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2009",555.643,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2010",531.597,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2011",517.482,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2012",509.653,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2013",486.276,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2014",466.889,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2015",472.047,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2016",455.664,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2017",450.201,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2018",468.652,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2019",500.494,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2020",558.528,"P"
"IRL","PHARMAEXP","TOT","PC_GDP","A","1975",0.973,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1976",0.958,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1977",0.904,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1978",0.917,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1979",0.897,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1980",0.879,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1981",0.747,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1982",0.734,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1983",0.706,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1984",0.717,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1985",0.721,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1986",0.745,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1987",0.745,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1988",0.738,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1989",0.749,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1990",0.717,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1991",0.727,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1992",0.752,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1993",0.763,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1994",0.759,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1995",0.735,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1996",0.764,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1997",0.734,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1998",0.744,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1999",0.781,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2000",0.837,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2001",0.923,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2002",0.986,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2003",1.058,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2004",1.131,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2005",1.183,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2006",1.238,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2007",1.277,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2008",1.453,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2009",1.59,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2010",1.557,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2011",1.525,"B"
"IRL","PHARMAEXP","TOT","PC_GDP","A","2012",1.534,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2013",1.394,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2014",1.261,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2015",0.955,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2016",0.968,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2017",0.909,
